parm,median,lcl,ucl,capt.index,surv.index,n.rel,n.years,surv.inc,lag.time
"fut.lambda[8,16]",1.07800193094901,1.02584354680176,1.11637181716565,8,16,10,20,none,10
"fut.lambda[48,16]",1.07852329073974,1.02693257647605,1.11521233289384,48,16,9,30,none,10
"fut.lambda[11,18]",1.07870375015593,1.02325399266425,1.11676320630145,11,18,11,20,none,5
"fut.lambda[11,16]",1.07873958325984,1.02638051906145,1.11650138534932,11,16,11,20,none,10
"fut.lambda[9,16]",1.07902207359876,1.0286528449732,1.11564658900274,9,16,10,30,none,10
"fut.lambda[11,17]",1.07915477990659,1.02682434760543,1.11569035618644,11,17,11,20,none,15
"fut.lambda[9,17]",1.07937983312063,1.02982036360712,1.11569530839075,9,17,10,30,none,15
"fut.lambda[14,17]",1.07965401734784,1.027729179418,1.11621283359716,14,17,12,20,none,15
"fut.lambda[9,18]",1.07973368794309,1.02956780797381,1.11710085630167,9,18,10,30,none,5
"fut.lambda[12,17]",1.07977780052995,1.02694901278876,1.11721668438625,12,17,11,30,none,15
"fut.lambda[14,18]",1.07988351276093,1.02618386236877,1.11767762037336,14,18,12,20,none,5
"fut.lambda[12,16]",1.07994495736454,1.02977667815183,1.11714658722138,12,16,11,30,none,10
"fut.lambda[14,16]",1.08017294227828,1.0274918951868,1.11757347818323,14,16,12,20,none,10
"fut.lambda[12,18]",1.08025645147501,1.02869014605018,1.11781749402673,12,18,11,30,none,5
"fut.lambda[17,17]",1.0806106136711,1.02853385607495,1.1188851622702,17,17,13,20,none,15
"fut.lambda[17,16]",1.08067019733166,1.02908216139016,1.11852190271643,17,16,13,20,none,10
"fut.lambda[17,18]",1.08085576677953,1.02881294964323,1.11875851293347,17,18,13,20,none,5
"fut.lambda[15,18]",1.08098533398377,1.03055427430948,1.11702398806455,15,18,12,30,none,5
"fut.lambda[20,18]",1.08172786783153,1.03070001411977,1.11919931778398,20,18,14,20,none,5
"fut.lambda[15,17]",1.08184388433078,1.03154950951393,1.11845636542071,15,17,12,30,none,15
"fut.lambda[15,16]",1.08187067174524,1.03034000196124,1.11843298322108,15,16,12,30,none,10
"fut.lambda[1,2]",1.08191320539447,1.02939232597083,1.12212475046533,1,2,0,10,+ 2 %,15
"fut.lambda[20,17]",1.08214826210616,1.0278946439395,1.1202810243313,20,17,14,20,none,15
"fut.lambda[18,16]",1.08229891045814,1.03122302450213,1.11851061554597,18,16,13,30,none,10
"fut.lambda[18,18]",1.08242363185145,1.03131525530758,1.11914413888655,18,18,13,30,none,5
"fut.lambda[20,16]",1.08248984350731,1.02935903004407,1.12011412535941,20,16,14,20,none,10
"fut.lambda[18,17]",1.08257076721682,1.03088832516204,1.11993136324122,18,17,13,30,none,15
"fut.lambda[2,2]",1.08264298899049,1.02931707176579,1.12173283752602,2,2,0,20,+ 2 %,15
"fut.lambda[23,17]",1.08289777773677,1.02875498106493,1.12026821234551,23,17,15,20,none,15
"fut.lambda[23,16]",1.08292707147483,1.03113800323874,1.12099341407382,23,16,15,20,none,10
"fut.lambda[3,2]",1.08326478015374,1.02814605011265,1.12226694588039,3,2,0,30,+ 2 %,15
"fut.lambda[21,18]",1.08333309280731,1.03417321308654,1.12016024195496,21,18,14,30,none,5
"fut.lambda[23,18]",1.08358046297206,1.03047881245549,1.11984904257138,23,18,15,20,none,5
"fut.lambda[6,2]",1.08373811511572,1.03053240726211,1.12411759089255,6,2,1,30,+ 2 %,15
"fut.lambda[21,17]",1.08388020308667,1.03367577873831,1.12042650888131,21,17,14,30,none,15
"fut.lambda[21,16]",1.08392066823663,1.03416927418364,1.11988238239784,21,16,14,30,none,10
"fut.lambda[24,17]",1.08417466506995,1.03528667123709,1.1209283789562,24,17,15,30,none,15
"fut.lambda[4,2]",1.08427661732015,1.03179338928678,1.1227660469327,4,2,1,10,+ 2 %,15
"fut.lambda[2,1]",1.08470589999155,1.03107051871209,1.12269930096711,2,1,0,20,+ 2 %,10
"fut.lambda[3,1]",1.08476554456801,1.03085736803879,1.12307461717368,3,1,0,30,+ 2 %,10
"fut.lambda[25,2]",1.0847829222699,1.029688505203,1.12290524825041,25,2,2,10,+ 2 %,15
"fut.lambda[24,16]",1.08479658239799,1.03322946523164,1.12044945510969,24,16,15,30,none,10
"fut.lambda[5,2]",1.08484967129931,1.03409226270713,1.12282502474856,5,2,1,20,+ 2 %,15
"fut.lambda[1,1]",1.08495843999496,1.03120387500991,1.12395756607163,1,1,0,10,+ 2 %,10
"fut.lambda[24,18]",1.08503576900964,1.0347241306781,1.12110788454081,24,18,15,30,none,5
"fut.lambda[4,1]",1.08535656067126,1.03270493992529,1.12500255575587,4,1,1,10,+ 2 %,10
"fut.lambda[1,3]",1.08539012530057,1.03317251551218,1.12524990244135,1,3,0,10,+ 2 %,5
"fut.lambda[27,2]",1.08560438892589,1.03359056527683,1.12418674903373,27,2,2,30,+ 2 %,15
"fut.lambda[26,2]",1.08571925571921,1.03452004059083,1.12475843141828,26,2,2,20,+ 2 %,15
"fut.lambda[6,1]",1.0858920825313,1.03311689802356,1.12443130417315,6,1,1,30,+ 2 %,10
"fut.lambda[29,2]",1.08592917609384,1.03414503213165,1.12518933773483,29,2,3,20,+ 2 %,15
"fut.lambda[5,1]",1.08622710943244,1.03153123269779,1.12558411203119,5,1,1,20,+ 2 %,10
"fut.lambda[28,2]",1.08625933564146,1.03158402194956,1.123914133334,28,2,3,10,+ 2 %,15
"fut.lambda[3,3]",1.08629157243743,1.03167013798026,1.12433599376893,3,3,0,30,+ 2 %,5
"fut.lambda[31,2]",1.0864782643703,1.03369373826381,1.12422349161311,31,2,4,10,+ 2 %,15
"fut.lambda[25,1]",1.08677230886898,1.03498864038785,1.12534127121006,25,1,2,10,+ 2 %,10
"fut.lambda[4,3]",1.08692416053394,1.03437495331318,1.12567471689576,4,3,1,10,+ 2 %,5
"fut.lambda[5,3]",1.08702224988877,1.03378222075319,1.12614418034994,5,3,1,20,+ 2 %,5
"fut.lambda[2,3]",1.08711975002278,1.03466225411214,1.12603971544076,2,3,0,20,+ 2 %,5
"fut.lambda[34,2]",1.0871599209017,1.03249818269456,1.12575508730866,34,2,5,10,+ 2 %,15
"fut.lambda[6,3]",1.08767393361213,1.03724739635377,1.1274661566789,6,3,1,30,+ 2 %,5
"fut.lambda[28,1]",1.08774957063174,1.03345833292968,1.12548268406838,28,1,3,10,+ 2 %,10
"fut.lambda[26,1]",1.08781679966902,1.03427584536079,1.12532471505257,26,1,2,20,+ 2 %,10
"fut.lambda[32,2]",1.08784594170855,1.0343644976824,1.12726922001446,32,2,4,20,+ 2 %,15
"fut.lambda[25,3]",1.08784928449338,1.03484547539777,1.12668308055014,25,3,2,10,+ 2 %,5
"fut.lambda[30,2]",1.08806227536012,1.03019286780282,1.1247019369413,30,2,3,30,+ 2 %,15
"fut.lambda[33,2]",1.08806600564779,1.03591659031809,1.12668804734952,33,2,4,30,+ 2 %,15
"fut.lambda[27,1]",1.08823133089407,1.03356799580045,1.12577531170235,27,1,2,30,+ 2 %,10
"fut.lambda[37,2]",1.08825680524703,1.03669281094526,1.127694219304,37,2,6,10,+ 2 %,15
"fut.lambda[31,1]",1.08845453349254,1.03334351173641,1.12643184605831,31,1,4,10,+ 2 %,10
"fut.lambda[29,1]",1.08845497112078,1.03468967475599,1.12719335692286,29,1,3,20,+ 2 %,10
"fut.lambda[35,2]",1.08867620890285,1.03730094900292,1.12681907768763,35,2,5,20,+ 2 %,15
"fut.lambda[26,3]",1.0887122352633,1.03328315750466,1.12847161755922,26,3,2,20,+ 2 %,5
"fut.lambda[30,1]",1.08871951426297,1.03432963435453,1.12591600400288,30,1,3,30,+ 2 %,10
"fut.lambda[34,1]",1.08923147296459,1.03494714078163,1.12781943930743,34,1,5,10,+ 2 %,10
"fut.lambda[40,2]",1.08923608436544,1.03500446840176,1.12767924149485,40,2,7,10,+ 2 %,15
"fut.lambda[28,3]",1.08929877612322,1.03681356274468,1.12828069252018,28,3,3,10,+ 2 %,5
"fut.lambda[27,3]",1.08932733774493,1.03677110877089,1.12786614475009,27,3,2,30,+ 2 %,5
"fut.lambda[37,1]",1.0894511575408,1.0330943039045,1.1291033464871,37,1,6,10,+ 2 %,10
"fut.lambda[43,2]",1.08968059071714,1.03371651894375,1.12851083734026,43,2,8,10,+ 2 %,15
"fut.lambda[31,3]",1.08968524599129,1.0358115897543,1.12923722706602,31,3,4,10,+ 2 %,5
"fut.lambda[32,1]",1.08970190970328,1.03602708485276,1.12798899083248,32,1,4,20,+ 2 %,10
"fut.lambda[29,3]",1.0897037062407,1.03798616616689,1.12838377509741,29,3,3,20,+ 2 %,5
"fut.lambda[38,2]",1.0899550218885,1.0362080357526,1.12737539266012,38,2,6,20,+ 2 %,15
"fut.lambda[33,1]",1.08998504910399,1.03872916994889,1.12820528378913,33,1,4,30,+ 2 %,10
"fut.lambda[36,2]",1.09003435797823,1.03824574302035,1.12967429715785,36,2,5,30,+ 2 %,15
"fut.lambda[46,2]",1.09015192265019,1.03564554337461,1.12939099753667,46,2,9,10,+ 2 %,15
"fut.lambda[34,3]",1.09040186783396,1.03765170445753,1.12897053676633,34,3,5,10,+ 2 %,5
"fut.lambda[40,1]",1.09045032400614,1.03669173984042,1.12987243953174,40,1,7,10,+ 2 %,10
"fut.lambda[30,3]",1.09055376180879,1.03633730530593,1.12994511918886,30,3,3,30,+ 2 %,5
"fut.lambda[46,1]",1.09095100442691,1.03765479360162,1.12943096873955,46,1,9,10,+ 2 %,10
"fut.lambda[39,2]",1.09096102926688,1.03619059555211,1.12907409454128,39,2,6,30,+ 2 %,15
"fut.lambda[35,1]",1.09103752168441,1.03779651484481,1.13034892642463,35,1,5,20,+ 2 %,10
"fut.lambda[41,2]",1.09125092079362,1.03767852797021,1.13000780273816,41,2,7,20,+ 2 %,15
"fut.lambda[43,1]",1.0914764979231,1.03828758204387,1.12957188708833,43,1,8,10,+ 2 %,10
"fut.lambda[40,3]",1.09160718228503,1.0375249708252,1.12972389603465,40,3,7,10,+ 2 %,5
"fut.lambda[36,1]",1.0916084396604,1.03855654095271,1.1291917596572,36,1,5,30,+ 2 %,10
"fut.lambda[37,3]",1.09170213799048,1.03804658715169,1.12972845319792,37,3,6,10,+ 2 %,5
"fut.lambda[32,3]",1.09180485476019,1.03769962636664,1.12950572425105,32,3,4,20,+ 2 %,5
"fut.lambda[7,2]",1.09180903745676,1.03696994139466,1.12968292300176,7,2,10,10,+ 2 %,15
"fut.lambda[38,1]",1.09180920960953,1.03784351576318,1.12901640918012,38,1,6,20,+ 2 %,10
"fut.lambda[10,2]",1.09181639576567,1.03889525039436,1.13057526752849,10,2,11,10,+ 2 %,15
"fut.lambda[33,3]",1.09202794664056,1.03927769295147,1.13057826620961,33,3,4,30,+ 2 %,5
"fut.lambda[35,3]",1.09204176503227,1.03979766531082,1.13023717152619,35,3,5,20,+ 2 %,5
"fut.lambda[7,1]",1.09226443735472,1.03783017403049,1.13096603452338,7,1,10,10,+ 2 %,10
"fut.lambda[42,2]",1.09230337644046,1.03976664568018,1.13054318253747,42,2,7,30,+ 2 %,15
"fut.lambda[45,2]",1.09232431201627,1.03972058180271,1.1319674308805,45,2,8,30,+ 2 %,15
"fut.lambda[39,1]",1.09233146482946,1.0399444455014,1.13092849276263,39,1,6,30,+ 2 %,10
"fut.lambda[44,2]",1.09234554238334,1.03894579581693,1.12951887953503,44,2,8,20,+ 2 %,15
"fut.lambda[41,1]",1.09234666365737,1.03855335267101,1.13131953157922,41,1,7,20,+ 2 %,10
"fut.lambda[13,2]",1.09254133184023,1.03782276501815,1.13212211248763,13,2,12,10,+ 2 %,15
"fut.lambda[43,3]",1.09293780978558,1.03866331016611,1.13272076219253,43,3,8,10,+ 2 %,5
"fut.lambda[47,2]",1.093057031606,1.04002488690184,1.13162334142951,47,2,9,20,+ 2 %,15
"fut.lambda[36,3]",1.09310245966833,1.04054558099105,1.13275954096773,36,3,5,30,+ 2 %,5
"fut.lambda[13,1]",1.09329741211448,1.03874472455553,1.13338773094878,13,1,12,10,+ 2 %,10
"fut.lambda[16,2]",1.09343505121577,1.0371279770954,1.13234846883284,16,2,13,10,+ 2 %,15
"fut.lambda[38,3]",1.09367710676569,1.04082996364273,1.13197394104209,38,3,6,20,+ 2 %,5
"fut.lambda[48,2]",1.09368991972817,1.04201808558136,1.13208058901269,48,2,9,30,+ 2 %,15
"fut.lambda[46,3]",1.09374300262444,1.0395100531588,1.13202121525257,46,3,9,10,+ 2 %,5
"fut.lambda[44,1]",1.09380848960352,1.03997527550984,1.13218833429921,44,1,8,20,+ 2 %,10
"fut.lambda[10,1]",1.09383754014552,1.03900418666845,1.13260219586468,10,1,11,10,+ 2 %,10
"fut.lambda[19,2]",1.09386527058819,1.04008707865538,1.13313850509982,19,2,14,10,+ 2 %,15
"fut.lambda[16,1]",1.09396515096591,1.03949357684408,1.13343708185207,16,1,13,10,+ 2 %,10
"fut.lambda[7,3]",1.09411982459238,1.03621226666412,1.13296440117217,7,3,10,10,+ 2 %,5
"fut.lambda[42,1]",1.09419849259599,1.04156845542505,1.13153149609765,42,1,7,30,+ 2 %,10
"fut.lambda[39,3]",1.09446118558104,1.04143544028179,1.13202829033359,39,3,6,30,+ 2 %,5
"fut.lambda[47,1]",1.09449005995936,1.0400374373287,1.13299660623631,47,1,9,20,+ 2 %,10
"fut.lambda[8,2]",1.09455111764518,1.04218051069476,1.13245835618466,8,2,10,20,+ 2 %,15
"fut.lambda[41,3]",1.09459117437513,1.04246827551939,1.13287823484979,41,3,7,20,+ 2 %,5
"fut.lambda[45,1]",1.09467247630863,1.04220363200761,1.13214985510654,45,1,8,30,+ 2 %,10
"fut.lambda[11,2]",1.09490600706882,1.04072118361443,1.13330285741653,11,2,11,20,+ 2 %,15
"fut.lambda[22,2]",1.09494764496181,1.04025932419327,1.13314873951636,22,2,15,10,+ 2 %,15
"fut.lambda[10,3]",1.09507822951095,1.03850155610719,1.13508104724635,10,3,11,10,+ 2 %,5
"fut.lambda[19,1]",1.09521727151815,1.04189453346297,1.13424462334179,19,1,14,10,+ 2 %,10
"fut.lambda[42,3]",1.09535961812137,1.04137216058002,1.13358035002945,42,3,7,30,+ 2 %,5
"fut.lambda[44,3]",1.09550790664007,1.0419290929022,1.13448737145515,44,3,8,20,+ 2 %,5
"fut.lambda[9,2]",1.09559455930645,1.04300532100843,1.13279871201166,9,2,10,30,+ 2 %,15
"fut.lambda[13,3]",1.0957978937824,1.04061367299395,1.13453730580684,13,3,12,10,+ 2 %,5
"fut.lambda[8,1]",1.09582711533669,1.04277078021341,1.13437802470183,8,1,10,20,+ 2 %,10
"fut.lambda[48,1]",1.09583945260655,1.04306246831866,1.13360395620167,48,1,9,30,+ 2 %,10
"fut.lambda[9,1]",1.09624114802879,1.04109368388555,1.13496691977198,9,1,10,30,+ 2 %,10
"fut.lambda[16,3]",1.09624477289446,1.04243180391916,1.13500011558879,16,3,13,10,+ 2 %,5
"fut.lambda[12,2]",1.09646105356685,1.04583657588942,1.13329453823082,12,2,11,30,+ 2 %,15
"fut.lambda[22,1]",1.09649455061356,1.04017241225776,1.13556431848041,22,1,15,10,+ 2 %,10
"fut.lambda[45,3]",1.09658843685333,1.04504262649502,1.13413763930906,45,3,8,30,+ 2 %,5
"fut.lambda[11,1]",1.09681418922835,1.04051118174496,1.13507082755535,11,1,11,20,+ 2 %,10
"fut.lambda[19,3]",1.09689916813651,1.04157586741343,1.13610997753332,19,3,14,10,+ 2 %,5
"fut.lambda[47,3]",1.09716054533799,1.04271774642517,1.13497513560588,47,3,9,20,+ 2 %,5
"fut.lambda[14,2]",1.09716805263104,1.04358778041871,1.13455853784017,14,2,12,20,+ 2 %,15
"fut.lambda[48,3]",1.09750004855669,1.04672517067614,1.13600460366797,48,3,9,30,+ 2 %,5
"fut.lambda[15,2]",1.09766846648283,1.04599326634239,1.13490729064454,15,2,12,30,+ 2 %,15
"fut.lambda[8,3]",1.09772252840168,1.04428007869083,1.13482146100043,8,3,10,20,+ 2 %,5
"fut.lambda[22,3]",1.09775415551288,1.04200709137024,1.13782780125953,22,3,15,10,+ 2 %,5
"fut.lambda[17,2]",1.09790131938859,1.04418901601696,1.13471653164885,17,2,13,20,+ 2 %,15
"fut.lambda[11,3]",1.09806338595548,1.04425566426952,1.13686189131143,11,3,11,20,+ 2 %,5
"fut.lambda[14,1]",1.09811006138399,1.04565781710651,1.13610269945287,14,1,12,20,+ 2 %,10
"fut.lambda[9,3]",1.09816234695145,1.04680233412847,1.13633819571441,9,3,10,30,+ 2 %,5
"fut.lambda[18,2]",1.09823515007883,1.04851452257093,1.1367532381284,18,2,13,30,+ 2 %,15
"fut.lambda[12,1]",1.09825609112315,1.04552775803736,1.13505645654132,12,1,11,30,+ 2 %,10
"fut.lambda[17,1]",1.09869144165051,1.04638859006134,1.13617762217303,17,1,13,20,+ 2 %,10
"fut.lambda[15,1]",1.0988731082,1.0460912105123,1.13671033161997,15,1,12,30,+ 2 %,10
"fut.lambda[20,2]",1.09899884103215,1.04563182484922,1.13696672693004,20,2,14,20,+ 2 %,15
"fut.lambda[23,2]",1.09947134578384,1.04654815442471,1.13728385099959,23,2,15,20,+ 2 %,15
"fut.lambda[14,3]",1.09948815673768,1.04564202316439,1.13803769754245,14,3,12,20,+ 2 %,5
"fut.lambda[12,3]",1.09958289740807,1.04922147525264,1.13618197302218,12,3,11,30,+ 2 %,5
"fut.lambda[3,5]",1.09959548838513,1.04541408129432,1.1388717363633,3,5,0,30,+ 4 %,15
"fut.lambda[1,5]",1.09975028370947,1.0465520932696,1.13837166679968,1,5,0,10,+ 4 %,15
"fut.lambda[2,5]",1.09975124362114,1.04520475237142,1.13890172217886,2,5,0,20,+ 4 %,15
"fut.lambda[21,2]",1.09980318266625,1.04644476360169,1.13721398559618,21,2,14,30,+ 2 %,15
"fut.lambda[15,3]",1.10042931939999,1.0481969255596,1.13821442382766,15,3,12,30,+ 2 %,5
"fut.lambda[21,1]",1.10047054231536,1.04744586923875,1.13824440731552,21,1,14,30,+ 2 %,10
"fut.lambda[20,1]",1.10049322782299,1.04480040253742,1.13775108349113,20,1,14,20,+ 2 %,10
"fut.lambda[17,3]",1.10051956032603,1.0467825098309,1.13787472238098,17,3,13,20,+ 2 %,5
"fut.lambda[4,5]",1.10052671744386,1.0462462787955,1.13971724556052,4,5,1,10,+ 4 %,15
"fut.lambda[5,5]",1.10055004977969,1.04815486548176,1.14008131016456,5,5,1,20,+ 4 %,15
"fut.lambda[18,1]",1.10055545059912,1.04758859023699,1.1371474441116,18,1,13,30,+ 2 %,10
"fut.lambda[23,1]",1.10071200494034,1.04541952884859,1.13880567844697,23,1,15,20,+ 2 %,10
"fut.lambda[24,2]",1.10073374071726,1.04770529534296,1.13834176705901,24,2,15,30,+ 2 %,15
"fut.lambda[18,3]",1.10119597241302,1.05023281459707,1.13879022508306,18,3,13,30,+ 2 %,5
"fut.lambda[20,3]",1.10121128538478,1.04773288435917,1.13998559890278,20,3,14,20,+ 2 %,5
"fut.lambda[25,5]",1.10121770910829,1.04729371599509,1.1397827584943,25,5,2,10,+ 4 %,15
"fut.lambda[6,5]",1.10139003683737,1.04829801148281,1.14097506973387,6,5,1,30,+ 4 %,15
"fut.lambda[24,1]",1.10178175273152,1.04970016819057,1.13850450179295,24,1,15,30,+ 2 %,10
"fut.lambda[26,5]",1.10206175998694,1.04841171513373,1.14128928124204,26,5,2,20,+ 4 %,15
"fut.lambda[27,5]",1.10214434291433,1.05058543547833,1.14153630171797,27,5,2,30,+ 4 %,15
"fut.lambda[28,5]",1.10215953083067,1.04576983815812,1.14079588490669,28,5,3,10,+ 4 %,15
"fut.lambda[21,3]",1.10251546944022,1.05036491440923,1.14042846663202,21,3,14,30,+ 2 %,5
"fut.lambda[23,3]",1.10258157694632,1.04725230189943,1.14065777009531,23,3,15,20,+ 2 %,5
"fut.lambda[3,4]",1.10304267427362,1.05009492819805,1.14263747408299,3,4,0,30,+ 4 %,10
"fut.lambda[30,5]",1.10325996688752,1.04854137943742,1.14158948865492,30,5,3,30,+ 4 %,15
"fut.lambda[29,5]",1.10348083121815,1.04774808768975,1.14147299359213,29,5,3,20,+ 4 %,15
"fut.lambda[24,3]",1.10361982109018,1.05071427980293,1.14072297590203,24,3,15,30,+ 2 %,5
"fut.lambda[2,4]",1.10377468871842,1.04930358002982,1.14271202058493,2,4,0,20,+ 4 %,10
"fut.lambda[31,5]",1.10387369060037,1.04904214837741,1.14155973652016,31,5,4,10,+ 4 %,15
"fut.lambda[1,4]",1.10399839958517,1.04958052938092,1.142634057635,1,4,0,10,+ 4 %,10
"fut.lambda[5,4]",1.10441311718156,1.05036044889275,1.14250386440096,5,4,1,20,+ 4 %,10
"fut.lambda[34,5]",1.10445132297022,1.05134980939012,1.14349722917552,34,5,5,10,+ 4 %,15
"fut.lambda[37,5]",1.10445148681771,1.04790728114715,1.14362881134767,37,5,6,10,+ 4 %,15
"fut.lambda[32,5]",1.10447551876483,1.05039916981453,1.14401580232209,32,5,4,20,+ 4 %,15
"fut.lambda[6,4]",1.1047214415802,1.05020655546267,1.14336723821611,6,4,1,30,+ 4 %,10
"fut.lambda[35,5]",1.10488622048787,1.05195823345165,1.14515963948238,35,5,5,20,+ 4 %,15
"fut.lambda[4,4]",1.10504372470163,1.05121338127346,1.14340656907779,4,4,1,10,+ 4 %,10
"fut.lambda[33,5]",1.10540694228151,1.05211220798884,1.14414004212958,33,5,4,30,+ 4 %,15
"fut.lambda[27,4]",1.10543746836254,1.05370433745185,1.14536864885499,27,4,2,30,+ 4 %,10
"fut.lambda[26,4]",1.10587543719551,1.05142695534833,1.14492973562131,26,4,2,20,+ 4 %,10
"fut.lambda[28,4]",1.10590219938707,1.05202568974772,1.14553190847821,28,4,3,10,+ 4 %,10
"fut.lambda[36,5]",1.10607908466907,1.04927265546922,1.14463293414944,36,5,5,30,+ 4 %,15
"fut.lambda[43,5]",1.10623960009612,1.05222403002124,1.14502708675797,43,5,8,10,+ 4 %,15
"fut.lambda[25,4]",1.10624069863462,1.0492413350883,1.14413762127688,25,4,2,10,+ 4 %,10
"fut.lambda[40,5]",1.10628544150599,1.05300055522631,1.14496337524441,40,5,7,10,+ 4 %,15
"fut.lambda[2,6]",1.1064448003206,1.05194589677523,1.14536955080016,2,6,0,20,+ 4 %,5
"fut.lambda[3,6]",1.10645152388454,1.05300189571471,1.14612581321973,3,6,0,30,+ 4 %,5
"fut.lambda[1,6]",1.10664083497437,1.05369398545335,1.1460844419015,1,6,0,10,+ 4 %,5
"fut.lambda[34,4]",1.10671385004652,1.05226744176735,1.1472140706984,34,4,5,10,+ 4 %,10
"fut.lambda[30,4]",1.10681422161864,1.05376744523439,1.1462085993096,30,4,3,30,+ 4 %,10
"fut.lambda[31,4]",1.10685856854162,1.05143262185014,1.14567277271038,31,4,4,10,+ 4 %,10
"fut.lambda[46,5]",1.10686796053891,1.05347133634745,1.14566693717282,46,5,9,10,+ 4 %,15
"fut.lambda[41,5]",1.10692388132538,1.05481617023839,1.1469594784914,41,5,7,20,+ 4 %,15
"fut.lambda[29,4]",1.10711148295515,1.0534712049082,1.14649097986673,29,4,3,20,+ 4 %,10
"fut.lambda[38,5]",1.10713217937084,1.05401559513,1.14581392249174,38,5,6,20,+ 4 %,15
"fut.lambda[39,5]",1.10713880059389,1.05414678829448,1.14472402722137,39,5,6,30,+ 4 %,15
"fut.lambda[4,6]",1.10721201020913,1.05380872514653,1.1463189009457,4,6,1,10,+ 4 %,5
"fut.lambda[7,5]",1.10722832125649,1.05376119083161,1.14825316406424,7,5,10,10,+ 4 %,15
"fut.lambda[6,6]",1.10789994198289,1.0551807432798,1.14638155706379,6,6,1,30,+ 4 %,5
"fut.lambda[5,6]",1.10813116149933,1.05630748560159,1.14635084508631,5,6,1,20,+ 4 %,5
"fut.lambda[32,4]",1.10830787640566,1.05428787895987,1.14680822835863,32,4,4,20,+ 4 %,10
"fut.lambda[25,6]",1.10850275669586,1.05238809347977,1.14858210260918,25,6,2,10,+ 4 %,5
"fut.lambda[42,5]",1.10850668120384,1.05445415278241,1.14727719741499,42,5,7,30,+ 4 %,15
"fut.lambda[37,4]",1.10856895256099,1.05421475362614,1.14741290585291,37,4,6,10,+ 4 %,10
"fut.lambda[13,5]",1.10857329152883,1.05219341815069,1.14936362291121,13,5,12,10,+ 4 %,15
"fut.lambda[40,4]",1.10857748047144,1.05576014898204,1.14776898771229,40,4,7,10,+ 4 %,10
"fut.lambda[33,4]",1.10866231230588,1.05480933964702,1.14663381031013,33,4,4,30,+ 4 %,10
"fut.lambda[10,5]",1.10873397916243,1.05393275809068,1.14741574681271,10,5,11,10,+ 4 %,15
"fut.lambda[26,6]",1.10903292935338,1.05635750576591,1.14783744432351,26,6,2,20,+ 4 %,5
"fut.lambda[45,5]",1.1090766263816,1.0564028156261,1.1475162766421,45,5,8,30,+ 4 %,15
"fut.lambda[44,5]",1.10916855700344,1.05516233383412,1.14746698870399,44,5,8,20,+ 4 %,15
"fut.lambda[28,6]",1.1092120263287,1.05185058830616,1.14910403623301,28,6,3,10,+ 4 %,5
"fut.lambda[36,4]",1.10942907661005,1.05666302940263,1.14699190366611,36,4,5,30,+ 4 %,10
"fut.lambda[35,4]",1.10946350533472,1.05546526627762,1.1475364474565,35,4,5,20,+ 4 %,10
"fut.lambda[43,4]",1.10960436486728,1.05426231248796,1.14944403887566,43,4,8,10,+ 4 %,10
"fut.lambda[27,6]",1.10984049286558,1.05631082225379,1.14825915473983,27,6,2,30,+ 4 %,5
"fut.lambda[47,5]",1.11015818166722,1.05426745890517,1.14843530768686,47,5,9,20,+ 4 %,15
"fut.lambda[38,4]",1.11025155767805,1.05553227263501,1.14889435686598,38,4,6,20,+ 4 %,10
"fut.lambda[30,6]",1.11029085061878,1.05714216219248,1.15000443401458,30,6,3,30,+ 4 %,5
"fut.lambda[8,5]",1.11035444043968,1.05801928100855,1.14925414577688,8,5,10,20,+ 4 %,15
"fut.lambda[48,5]",1.11047145556021,1.05881425124334,1.14967310044969,48,5,9,30,+ 4 %,15
"fut.lambda[16,5]",1.11060984674654,1.05545085974905,1.14798604782239,16,5,13,10,+ 4 %,15
"fut.lambda[46,4]",1.11061417559633,1.05677664213242,1.14968735741294,46,4,9,10,+ 4 %,10
"fut.lambda[22,5]",1.11064267878914,1.05617669739493,1.15050210521788,22,5,15,10,+ 4 %,15
"fut.lambda[31,6]",1.11069405010379,1.05547891340241,1.14916927158125,31,6,4,10,+ 4 %,5
"fut.lambda[29,6]",1.11070539929861,1.05807388437733,1.14847761532122,29,6,3,20,+ 4 %,5
"fut.lambda[39,4]",1.11071016732719,1.05634307024119,1.15044407614816,39,4,6,30,+ 4 %,10
"fut.lambda[19,5]",1.11073235020418,1.0525044174811,1.15030673352421,19,5,14,10,+ 4 %,15
"fut.lambda[34,6]",1.11076269018887,1.05241007812118,1.15014325076884,34,6,5,10,+ 4 %,5
"fut.lambda[41,4]",1.110974983823,1.05603006741082,1.15040418913976,41,4,7,20,+ 4 %,10
"fut.lambda[7,4]",1.11126753005262,1.05478693763739,1.14958299584865,7,4,10,10,+ 4 %,10
"fut.lambda[37,6]",1.11131813744508,1.05604382210521,1.15225368414507,37,6,6,10,+ 4 %,5
"fut.lambda[32,6]",1.11155565247696,1.05676310151187,1.1513579971705,32,6,4,20,+ 4 %,5
"fut.lambda[33,6]",1.11175144298504,1.05811564739094,1.15077469060964,33,6,4,30,+ 4 %,5
"fut.lambda[42,4]",1.11179124325418,1.05694097130056,1.15144773841017,42,4,7,30,+ 4 %,10
"fut.lambda[10,4]",1.11197407771521,1.05627409882598,1.15155126550695,10,4,11,10,+ 4 %,10
