parm,median,lcl,ucl,capt.index,surv.index,n.rel,n.years,surv.inc,lag.time
"fut.lambda[1,1]",0.982030124759169,0.956665903855427,1.00248165917846,1,1,0,10,+ 2 %,10
"fut.lambda[47,18]",0.982162176308574,0.960013060010745,0.998126095607229,47,18,9,20,none,5
"fut.lambda[47,17]",0.982178898801303,0.960812032800127,0.999444445607419,47,17,9,20,none,15
"fut.lambda[39,18]",0.982201990052479,0.962829047205015,0.998910261106097,39,18,6,30,none,5
"fut.lambda[2,1]",0.982295503975481,0.957310677755474,1.0010926284751,2,1,0,20,+ 2 %,10
"fut.lambda[47,16]",0.982334772382183,0.958619124524226,0.998755488633094,47,16,9,20,none,10
"fut.lambda[5,2]",0.982349777717769,0.957781571343989,1.0015176792062,5,2,1,20,+ 2 %,15
"fut.lambda[39,16]",0.982600440176975,0.961919192145568,0.999198794036554,39,16,6,30,none,10
"fut.lambda[25,2]",0.982678873174082,0.958070437265635,1.00104694580648,25,2,2,10,+ 2 %,15
"fut.lambda[4,1]",0.982728662503079,0.958616424453019,1.00326112550379,4,1,1,10,+ 2 %,10
"fut.lambda[8,18]",0.98310589324726,0.963099958655071,1.00114163433189,8,18,10,20,none,5
"fut.lambda[8,17]",0.983454597533286,0.964243841627308,1.0005949578995,8,17,10,20,none,15
"fut.lambda[28,2]",0.983507254396175,0.958431569051841,1.00133994879829,28,2,3,10,+ 2 %,15
"fut.lambda[3,3]",0.983507906282374,0.95862251110667,1.00392653077267,3,3,0,30,+ 2 %,5
"fut.lambda[31,2]",0.983643687724247,0.959312312416786,1.00318195117121,31,2,4,10,+ 2 %,15
"fut.lambda[25,1]",0.983659707911497,0.957828847472427,1.00355818482276,25,1,2,10,+ 2 %,10
"fut.lambda[2,3]",0.983692475312568,0.958827521818825,1.00248377948861,2,3,0,20,+ 2 %,5
"fut.lambda[8,16]",0.983717135514281,0.96300865199501,0.999917749742526,8,16,10,20,none,10
"fut.lambda[1,3]",0.98394094014545,0.95922307334275,1.00442890321796,1,3,0,10,+ 2 %,5
"fut.lambda[42,18]",0.984162065121693,0.964566765564351,1.00134048552044,42,18,7,30,none,5
"fut.lambda[6,2]",0.984221561096617,0.961441233745215,1.00232549408035,6,2,1,30,+ 2 %,15
"fut.lambda[28,1]",0.984241816258323,0.961087522955726,1.00484394717319,28,1,3,10,+ 2 %,10
"fut.lambda[5,1]",0.984495295100888,0.959243656152518,1.00200820898894,5,1,1,20,+ 2 %,10
"fut.lambda[6,1]",0.984540615481785,0.962322595581714,1.00349937560561,6,1,1,30,+ 2 %,10
"fut.lambda[42,16]",0.984598897804013,0.964730404090415,1.0011254210246,42,16,7,30,none,10
"fut.lambda[34,2]",0.984630936062579,0.95996815626917,1.0038756018605,34,2,5,10,+ 2 %,15
"fut.lambda[26,2]",0.984664334994227,0.96134079094748,1.0035922872478,26,2,2,20,+ 2 %,15
"fut.lambda[11,18]",0.984797459657548,0.96433428680809,1.0023617299432,11,18,11,20,none,5
"fut.lambda[42,17]",0.984820259201876,0.964503461746902,1.00056937917924,42,17,7,30,none,15
"fut.lambda[11,16]",0.984989505257686,0.963880716989792,1.00221099213644,11,16,11,20,none,10
"fut.lambda[4,3]",0.985019293143714,0.960722425460412,1.00394248711742,4,3,1,10,+ 2 %,5
"fut.lambda[11,17]",0.985287493356257,0.965680817310464,1.00169406547962,11,17,11,20,none,15
"fut.lambda[31,1]",0.985379316426808,0.962656399450126,1.00539472979744,31,1,4,10,+ 2 %,10
"fut.lambda[25,3]",0.985554656117926,0.963023150526107,1.00516733722751,25,3,2,10,+ 2 %,5
"fut.lambda[5,3]",0.985727217767027,0.960804851324483,1.00478218049515,5,3,1,20,+ 2 %,5
"fut.lambda[14,18]",0.985874678634146,0.965803027915948,1.00433549695808,14,18,12,20,none,5
"fut.lambda[37,2]",0.985908095212197,0.961051863961581,1.00445918867852,37,2,6,10,+ 2 %,15
"fut.lambda[40,2]",0.986011251551894,0.963348855018874,1.00501005867738,40,2,7,10,+ 2 %,15
"fut.lambda[28,3]",0.986014337042061,0.961100290967238,1.00620838351368,28,3,3,10,+ 2 %,5
"fut.lambda[45,17]",0.986182968819129,0.966625099452403,1.0028059204656,45,17,8,30,none,15
"fut.lambda[27,2]",0.986292875689091,0.963957605556803,1.0048689280978,27,2,2,30,+ 2 %,15
"fut.lambda[14,17]",0.986328882248165,0.9662755366182,1.00291614774302,14,17,12,20,none,15
"fut.lambda[14,16]",0.986413671327509,0.964805887938302,1.00497660859289,14,16,12,20,none,10
"fut.lambda[26,1]",0.986483565928187,0.965342677334629,1.00505644215583,26,1,2,20,+ 2 %,10
"fut.lambda[45,18]",0.986705642071962,0.965378327861033,1.00365332546354,45,18,8,30,none,5
"fut.lambda[29,2]",0.986715632113051,0.96282470860846,1.00449315280198,29,2,3,20,+ 2 %,15
"fut.lambda[37,1]",0.986734424460028,0.966294027973809,1.00538480157854,37,1,6,10,+ 2 %,10
"fut.lambda[31,3]",0.986802720314331,0.96437707461144,1.0063629872992,31,3,4,10,+ 2 %,5
"fut.lambda[17,18]",0.986962993379018,0.968345614102333,1.00537014601896,17,18,13,20,none,5
"fut.lambda[34,1]",0.986976005755571,0.961927505120375,1.00616387972474,34,1,5,10,+ 2 %,10
"fut.lambda[6,3]",0.987021582833354,0.963584603031876,1.00615898387472,6,3,1,30,+ 2 %,5
"fut.lambda[45,16]",0.987087020492267,0.966293933726872,1.0039301780737,45,16,8,30,none,10
"fut.lambda[26,3]",0.987326804288655,0.965205787125466,1.00634538869559,26,3,2,20,+ 2 %,5
"fut.lambda[27,1]",0.987530320840754,0.965040612679446,1.0063376402614,27,1,2,30,+ 2 %,10
"fut.lambda[40,1]",0.98753199948995,0.964208495860119,1.00666772126573,40,1,7,10,+ 2 %,10
"fut.lambda[17,17]",0.987559944992944,0.966549760845533,1.00470673045505,17,17,13,20,none,15
"fut.lambda[17,16]",0.98772951139001,0.966277841195142,1.0049957473068,17,16,13,20,none,10
"fut.lambda[43,2]",0.987763216263204,0.964115816225668,1.00587156909063,43,2,8,10,+ 2 %,15
"fut.lambda[29,1]",0.987773774821256,0.966670797635582,1.0067942577847,29,1,3,20,+ 2 %,10
"fut.lambda[48,16]",0.988095661379384,0.969291681561315,1.00558818413401,48,16,9,30,none,10
"fut.lambda[48,18]",0.988170796962837,0.969282495623985,1.00474094186709,48,18,9,30,none,5
"fut.lambda[46,2]",0.988242842674594,0.965814127248233,1.00708141159466,46,2,9,10,+ 2 %,15
"fut.lambda[20,17]",0.988276170355844,0.966651946519428,1.00664133239324,20,17,14,20,none,15
"fut.lambda[34,3]",0.988568618384937,0.966026180447698,1.00784522341123,34,3,5,10,+ 2 %,5
"fut.lambda[48,17]",0.988638486910899,0.969091681673901,1.00491294853751,48,17,9,30,none,15
"fut.lambda[20,16]",0.988656819875695,0.967571841264191,1.00621283788081,20,16,14,20,none,10
"fut.lambda[20,18]",0.988681077286193,0.967556413987306,1.00632582958444,20,18,14,20,none,5
"fut.lambda[32,2]",0.988722730555366,0.967125973550076,1.00689264173828,32,2,4,20,+ 2 %,15
"fut.lambda[10,2]",0.988759869052643,0.967368175275282,1.00858754706048,10,2,11,10,+ 2 %,15
"fut.lambda[43,1]",0.988773818981366,0.965973980530514,1.0083126581835,43,1,8,10,+ 2 %,10
"fut.lambda[37,3]",0.98886478467665,0.966012251510661,1.0080327318489,37,3,6,10,+ 2 %,5
"fut.lambda[7,2]",0.988910555878225,0.966104075953727,1.00680833356093,7,2,10,10,+ 2 %,15
"fut.lambda[30,2]",0.98900648088918,0.968908506910148,1.00580738313666,30,2,3,30,+ 2 %,15
"fut.lambda[32,1]",0.989238561140161,0.967861228169134,1.00767192008042,32,1,4,20,+ 2 %,10
"fut.lambda[23,18]",0.989422801510537,0.96956823633929,1.00668832853046,23,18,15,20,none,5
"fut.lambda[40,3]",0.989521363811754,0.965839598355555,1.00845769150332,40,3,7,10,+ 2 %,5
"fut.lambda[46,1]",0.989636562907142,0.966845356126899,1.00806706770784,46,1,9,10,+ 2 %,10
"fut.lambda[23,16]",0.989757714106882,0.969973716026967,1.00746566304548,23,16,15,20,none,10
"fut.lambda[7,1]",0.989802249893218,0.968267986306204,1.00905378106127,7,1,10,10,+ 2 %,10
"fut.lambda[27,3]",0.989871732526207,0.967722119541287,1.00729987416009,27,3,2,30,+ 2 %,5
"fut.lambda[23,17]",0.990001031153985,0.969732759309371,1.00750981875438,23,17,15,20,none,15
"fut.lambda[29,3]",0.990001524108183,0.968627920187611,1.00781899452466,29,3,3,20,+ 2 %,5
"fut.lambda[9,18]",0.990205430617996,0.970452716743195,1.00689131763599,9,18,10,30,none,5
"fut.lambda[9,17]",0.990219735143077,0.97020474138823,1.00537605868769,9,17,10,30,none,15
"fut.lambda[35,2]",0.990243443234731,0.9685239832843,1.00836481190937,35,2,5,20,+ 2 %,15
"fut.lambda[9,16]",0.990277129127282,0.97174959254296,1.00646714527804,9,16,10,30,none,10
"fut.lambda[13,2]",0.990332403559886,0.967822086000981,1.0090580209101,13,2,12,10,+ 2 %,15
"fut.lambda[16,2]",0.990435311381715,0.969486231126518,1.00957867019064,16,2,13,10,+ 2 %,15
"fut.lambda[30,1]",0.990470466093957,0.968924238998435,1.00910656313612,30,1,3,30,+ 2 %,10
"fut.lambda[43,3]",0.990780666859684,0.966162921964597,1.00872942636061,43,3,8,10,+ 2 %,5
"fut.lambda[10,1]",0.99087287604086,0.967330219610934,1.0100501976956,10,1,11,10,+ 2 %,10
"fut.lambda[32,3]",0.990945224563609,0.969836616006542,1.00951819047582,32,3,4,20,+ 2 %,5
"fut.lambda[7,3]",0.991372145725055,0.97115709907195,1.00945998558366,7,3,10,10,+ 2 %,5
"fut.lambda[35,1]",0.991430132452917,0.969854547563806,1.00968285902807,35,1,5,20,+ 2 %,10
"fut.lambda[46,3]",0.991455385649326,0.970259932907474,1.00982768681605,46,3,9,10,+ 2 %,5
"fut.lambda[19,2]",0.991530896907151,0.9681693302717,1.01031255808488,19,2,14,10,+ 2 %,15
"fut.lambda[33,2]",0.99153309350862,0.97159770181795,1.00861744500973,33,2,4,30,+ 2 %,15
"fut.lambda[30,3]",0.991592527212443,0.970762239935756,1.0077586768575,30,3,3,30,+ 2 %,5
"fut.lambda[13,1]",0.99176201692982,0.97012543051059,1.01032058420227,13,1,12,10,+ 2 %,10
"fut.lambda[12,16]",0.991915274753802,0.972491768775718,1.00877807815995,12,16,11,30,none,10
"fut.lambda[10,3]",0.992048669204724,0.971945845290277,1.01082078500155,10,3,11,10,+ 2 %,5
"fut.lambda[38,2]",0.992119330568951,0.970018005005803,1.00871165353715,38,2,6,20,+ 2 %,15
"fut.lambda[12,18]",0.99215235168108,0.972728967698373,1.00810252243255,12,18,11,30,none,5
"fut.lambda[12,17]",0.992333655874726,0.971280006479795,1.0085729883246,12,17,11,30,none,15
"fut.lambda[16,1]",0.99244152593797,0.969513752577905,1.01031996198094,16,1,13,10,+ 2 %,10
"fut.lambda[35,3]",0.992540887543934,0.971443992388523,1.01029282720966,35,3,5,20,+ 2 %,5
"fut.lambda[22,2]",0.992595866108986,0.970744068362966,1.01062035968684,22,2,15,10,+ 2 %,15
"fut.lambda[33,1]",0.992983907374679,0.972681434744344,1.00969044389584,33,1,4,30,+ 2 %,10
"fut.lambda[13,3]",0.9930082999298,0.970226848858893,1.01106787482124,13,3,12,10,+ 2 %,5
"fut.lambda[41,2]",0.993066995912153,0.971761811757315,1.01066850595938,41,2,7,20,+ 2 %,15
"fut.lambda[38,1]",0.993067802434982,0.971697466551123,1.01125341791044,38,1,6,20,+ 2 %,10
"fut.lambda[15,17]",0.993258633378193,0.974860496692291,1.01016117904032,15,17,12,30,none,15
"fut.lambda[22,1]",0.99328321246983,0.971953508911254,1.01310731323057,22,1,15,10,+ 2 %,10
"fut.lambda[36,2]",0.993363631108151,0.974262260434939,1.01005531712729,36,2,5,30,+ 2 %,15
"fut.lambda[15,18]",0.993543527229773,0.973271812886626,1.01024212910164,15,18,12,30,none,5
"fut.lambda[19,1]",0.99360150553332,0.969402086979473,1.01126446024017,19,1,14,10,+ 2 %,10
"fut.lambda[15,16]",0.993711147836738,0.974811988558154,1.00981877139941,15,16,12,30,none,10
"fut.lambda[33,3]",0.99415367493702,0.975234566728114,1.01124359427398,33,3,4,30,+ 2 %,5
"fut.lambda[19,3]",0.994342597032397,0.972949227879079,1.01266516419297,19,3,14,10,+ 2 %,5
"fut.lambda[38,3]",0.994515703751931,0.973317611842368,1.01270174794264,38,3,6,20,+ 2 %,5
"fut.lambda[16,3]",0.994542078294007,0.971392737748594,1.01180952262825,16,3,13,10,+ 2 %,5
"fut.lambda[41,1]",0.994597852844364,0.974495647335332,1.01186974211282,41,1,7,20,+ 2 %,10
"fut.lambda[36,1]",0.99487886659777,0.975301810097092,1.01175086306791,36,1,5,30,+ 2 %,10
"fut.lambda[44,2]",0.995031717072258,0.974081465298297,1.01255499239516,44,2,8,20,+ 2 %,15
"fut.lambda[22,3]",0.995093180221628,0.974206053767295,1.01326879251736,22,3,15,10,+ 2 %,5
"fut.lambda[18,16]",0.99530016105195,0.975422707608753,1.01290080250428,18,16,13,30,none,10
"fut.lambda[18,17]",0.995416886941361,0.974796354066691,1.01188281714906,18,17,13,30,none,15
"fut.lambda[39,2]",0.99548109659562,0.977718814139642,1.01283549094172,39,2,6,30,+ 2 %,15
"fut.lambda[3,5]",0.995744908098795,0.968785186922642,1.01496363185862,3,5,0,30,+ 4 %,15
"fut.lambda[18,18]",0.995836864492656,0.976173346491549,1.01047927555291,18,18,13,30,none,5
"fut.lambda[44,1]",0.995859774989343,0.976066947686842,1.01407331092108,44,1,8,20,+ 2 %,10
"fut.lambda[2,5]",0.995893433637734,0.970719517931517,1.01497640979328,2,5,0,20,+ 4 %,15
"fut.lambda[41,3]",0.99597695247364,0.977077441772744,1.01472182789914,41,3,7,20,+ 2 %,5
"fut.lambda[1,5]",0.996107006510934,0.971328650280743,1.01617550761369,1,5,0,10,+ 4 %,15
"fut.lambda[47,2]",0.996127305231669,0.97842667875337,1.01336412004956,47,2,9,20,+ 2 %,15
"fut.lambda[36,3]",0.996138285562596,0.974791744808818,1.01323040030739,36,3,5,30,+ 2 %,5
"fut.lambda[39,1]",0.996761581730644,0.978050594520955,1.01408909284989,39,1,6,30,+ 2 %,10
"fut.lambda[21,18]",0.996888912992035,0.974993148300094,1.0132092880678,21,18,14,30,none,5
"fut.lambda[21,17]",0.996939379238025,0.977857316937027,1.01324319699445,21,17,14,30,none,15
"fut.lambda[4,5]",0.996976306324795,0.973676287925245,1.01533198872439,4,5,1,10,+ 4 %,15
"fut.lambda[21,16]",0.997181718186281,0.976295727189363,1.01307876234601,21,16,14,30,none,10
"fut.lambda[44,3]",0.997261788611251,0.976016237393093,1.01508262646163,44,3,8,20,+ 2 %,5
"fut.lambda[47,1]",0.997671762791613,0.978138956637023,1.01558860251539,47,1,9,20,+ 2 %,10
"fut.lambda[5,5]",0.997857016242901,0.973921646681981,1.01702392699091,5,5,1,20,+ 4 %,15
"fut.lambda[8,2]",0.997877266180092,0.977059671982668,1.0160594036315,8,2,10,20,+ 2 %,15
"fut.lambda[25,5]",0.997912087513862,0.972283433448652,1.01619916698303,25,5,2,10,+ 4 %,15
"fut.lambda[39,3]",0.997972078053755,0.977087743716233,1.0144424640194,39,3,6,30,+ 2 %,5
"fut.lambda[42,2]",0.998184007055152,0.978754931090942,1.01500303047815,42,2,7,30,+ 2 %,15
"fut.lambda[24,17]",0.998213147750573,0.977999176477626,1.01438066376586,24,17,15,30,none,15
"fut.lambda[6,5]",0.998394346307096,0.975218038022816,1.01727253589947,6,5,1,30,+ 4 %,15
"fut.lambda[24,18]",0.998556214499563,0.97774561629142,1.01402540091024,24,18,15,30,none,5
"fut.lambda[28,5]",0.998610832689488,0.976146182446649,1.01763970030754,28,5,3,10,+ 4 %,15
"fut.lambda[47,3]",0.99863571973579,0.978139742893823,1.01613474003783,47,3,9,20,+ 2 %,5
"fut.lambda[11,2]",0.998750396306519,0.980164256923889,1.0160492560442,11,2,11,20,+ 2 %,15
"fut.lambda[24,16]",0.998843221998837,0.977983580739194,1.01488394051809,24,16,15,30,none,10
"fut.lambda[42,1]",0.998899087961717,0.980482434116746,1.01541404603979,42,1,7,30,+ 2 %,10
"fut.lambda[8,1]",0.999025676181512,0.979117709616504,1.01738938054857,8,1,10,20,+ 2 %,10
"fut.lambda[3,4]",0.999191778679624,0.972900124536063,1.01763203004641,3,4,0,30,+ 4 %,10
"fut.lambda[1,4]",0.999271319383469,0.975129457861109,1.01753736021424,1,4,0,10,+ 4 %,10
"fut.lambda[31,5]",0.999434292113291,0.974604053498866,1.01774817444117,31,5,4,10,+ 4 %,15
"fut.lambda[26,5]",0.999460494308789,0.976988297119019,1.01914048531249,26,5,2,20,+ 4 %,15
"fut.lambda[45,2]",0.999556911896665,0.98044078462605,1.01724564333454,45,2,8,30,+ 2 %,15
"fut.lambda[2,4]",0.999718745069049,0.973469098290696,1.01806075271905,2,4,0,20,+ 4 %,10
"fut.lambda[4,4]",0.999842823788551,0.976938066116137,1.01955238205021,4,4,1,10,+ 4 %,10
"fut.lambda[11,1]",0.999872266241567,0.980290779899608,1.0180827927621,11,1,11,20,+ 2 %,10
"fut.lambda[34,5]",0.999936266985401,0.97880098981664,1.01873909134244,34,5,5,10,+ 4 %,15
"fut.lambda[14,2]",1.0001763275917,0.978840651491522,1.01737976622416,14,2,12,20,+ 2 %,15
"fut.lambda[8,3]",1.00028188468867,0.980394365841361,1.0178308329589,8,3,10,20,+ 2 %,5
"fut.lambda[42,3]",1.0005255903757,0.981929601464319,1.01651158414174,42,3,7,30,+ 2 %,5
"fut.lambda[27,5]",1.00073709919885,0.979977933934939,1.01921157949658,27,5,2,30,+ 4 %,15
"fut.lambda[11,3]",1.00085644690159,0.982521183711122,1.01855362923163,11,3,11,20,+ 2 %,5
